Part,Item,Estereotipia,Morfologia,RToracion,RTrta,RTA,Lista,Oracion,Edad,Genero,Pais,Residencia,Educacion,NoBinario
285,105,2,o,4349,6923,mixto,C,Los ingenieros revisan la porosidad de los materiales utilizados en la construcci&oacute;n.,24,mujer,Argentina,AMBA,universitario en curso,mucho
285,110,1,x,2203,2016,mixto,C,Lxs hermanxs de familias numerosas adquieren autonom&iacute;a r&aacute;pido.,24,mujer,Argentina,AMBA,universitario en curso,mucho
285,112,2,x,3497,6159,mixto,C,Lxs funcionarixs organizan su tiempo en funci&oacute;n de las demandas presidenciales.,24,mujer,Argentina,AMBA,universitario en curso,mucho
285,102,3,e,2665,4099,mixto,C,Les bomberes a cargo de la estaci&oacute;n controlan el funcionamiento de las autobombas.,24,mujer,Argentina,AMBA,universitario en curso,mucho
285,103,1,o,3347,7891,mixto,C,Los abuelos cumplen un rol central durante la crianza en sociedades modernas.,24,mujer,Argentina,AMBA,universitario en curso,mucho
285,106,2,o,3902,10079,masc.p,C,Los arquitectos realizan los planos para edificios en modernos programas inform&aacute;ticos.,24,mujer,Argentina,AMBA,universitario en curso,mucho
285,104,1,o,3552,4709,mixto,C,Los hijos de padres separados tienen reacciones muy variadas ante la situaci&oacute;n.,24,mujer,Argentina,AMBA,universitario en curso,mucho
286,54,3,x,11612,7276,mixto,B,Lxs bomberxs a cargo de la estaci&oacute;n controlan el funcionamiento de las autobombas.,21,varon,Argentina,noAMBA,universitario en curso,mucho
286,60,3,e,9217,5397,mixto,B,Les herreres con trayectoria fabrican las herramientas que usan para su oficio.,21,varon,Argentina,noAMBA,universitario en curso,mucho
286,55,1,e,3689,6264,mixto,B,Les abueles cumplen un rol central durante la crianza en sociedades modernas.,21,varon,Argentina,noAMBA,universitario en curso,mucho
286,61,1,o,17623,5735,mixto,B,Los ni&ntilde;os siempre empiezan el jard&iacute;n con un per&iacute;odo de adaptaci&oacute;n inicial.,21,varon,Argentina,noAMBA,universitario en curso,mucho
286,53,3,x,3823,3387,mixto,B,Lxs plomerxs con matr&iacute;cula pueden hacer trabajos en edificios y consorcios.,21,varon,Argentina,noAMBA,universitario en curso,mucho
286,57,2,e,11281,5008,mixto,B,Les ingenieres revisan la porosidad de los materiales utilizados en la construcci&oacute;n.,21,varon,Argentina,noAMBA,universitario en curso,mucho
286,65,3,o,6514,8116,mixto,B,Los porteros de las escuelas conocen a todos los estudiantes y sus padres.,21,varon,Argentina,noAMBA,universitario en curso,mucho
286,66,3,o,6336,6043,mixto,B,Los camioneros con experiencia manejan por la ruta durante toda la noche.,21,varon,Argentina,noAMBA,universitario en curso,mucho
286,63,2,o,14237,5296,mixto,B,Los cocineros siempre organizan los ingredientes sobre la mesada para cocinar.,21,varon,Argentina,noAMBA,universitario en curso,mucho
286,50,1,x,4580,3648,mixto,B,Lxs alumnxs de secundaria suelen manejar g&eacute;neros textuales b&aacute;sicos.,21,varon,Argentina,noAMBA,universitario en curso,mucho
286,59,3,e,5021,3444,mixto,B,Les carpinteres de oficio hacen el lijado de los muebles con mucha precisi&oacute;n.,21,varon,Argentina,noAMBA,universitario en curso,mucho
286,58,2,e,4417,5468,mixto,B,Les arquitectes realizan los planos para edificios en modernos programas inform&aacute;ticos.,21,varon,Argentina,noAMBA,universitario en curso,mucho
286,62,1,o,20654,4185,mixto,B,Los hermanos de familias numerosas adquieren autonom&iacute;a r&aacute;pido.,21,varon,Argentina,noAMBA,universitario en curso,mucho
286,52,2,x,3439,5800,mixto,B,Lxs cirujanxs cumplen con estrictas normas de higiene para ingresar al quir&oacute;fano.,21,varon,Argentina,noAMBA,universitario en curso,mucho
286,64,2,o,7559,11167,mixto,B,Los funcionarios organizan su tiempo en funci&oacute;n de las demandas presidenciales.,21,varon,Argentina,noAMBA,universitario en curso,mucho
286,56,1,e,4809,11908,mixto,B,Les hijes de padres separados tienen reacciones muy variadas ante la situaci&oacute;n.,21,varon,Argentina,noAMBA,universitario en curso,mucho
286,49,1,x,3408,4421,mixto,B,Lxs maestrxs usan recursos variados durante la alfabetizaci&oacute;n inicial.,21,varon,Argentina,noAMBA,universitario en curso,mucho
286,51,2,x,10139,7520,mixto,B,Lxs enfermerxs tienen obligaci&oacute;n de actuar si hay un accidente en la v&iacute;a p&uacute;blica.,21,varon,Argentina,noAMBA,universitario en curso,mucho
287,104,1,o,2229,3591,mixto,C,Los hijos de padres separados tienen reacciones muy variadas ante la situaci&oacute;n.,36,no.cis,Argentina,AMBA,universitario/posgrado,mucho
287,99,2,e,3477,3110,mixto,C,Les enfermeres tienen obligaci&oacute;n de actuar si hay un accidente en la v&iacute;a p&uacute;blica.,36,no.cis,Argentina,AMBA,universitario/posgrado,mucho
287,97,1,e,2333,5214,mixto,C,Les maestres usan recursos variados durante la alfabetizaci&oacute;n inicial.,36,no.cis,Argentina,AMBA,universitario/posgrado,mucho
287,102,3,e,3556,2976,mixto,C,Les bomberes a cargo de la estaci&oacute;n controlan el funcionamiento de las autobombas.,36,no.cis,Argentina,AMBA,universitario/posgrado,mucho
287,100,2,e,2394,2305,mixto,C,Les cirujanes cumplen con estrictas normas de higiene para ingresar al quir&oacute;fano.,36,no.cis,Argentina,AMBA,universitario/posgrado,mucho
287,114,3,x,41343,6108,mixto,C,Lxs caminionerxs con experiencia manejan por la ruta durante toda la noche.,36,no.cis,Argentina,AMBA,universitario/posgrado,mucho
287,111,2,x,3257,3998,mixto,C,Lxs cocinerxs siempre organizan los ingredientes sobre la mesada para cocinar.,36,no.cis,Argentina,AMBA,universitario/posgrado,mucho
287,98,1,e,3167,3716,mixto,C,Les alumnes de secundaria suelen manejar g&eacute;neros textuales b&aacute;sicos.,36,no.cis,Argentina,AMBA,universitario/posgrado,mucho
287,105,2,o,10717,7264,mixto,C,Los ingenieros revisan la porosidad de los materiales utilizados en la construcci&oacute;n.,36,no.cis,Argentina,AMBA,universitario/posgrado,mucho
287,101,3,e,1872,3268,mixto,C,Les plomeres con matr&iacute;cula pueden hacer trabajos en edificios y consorcios.,36,no.cis,Argentina,AMBA,universitario/posgrado,mucho
287,112,2,x,4765,4839,mixto,C,Lxs funcionarixs organizan su tiempo en funci&oacute;n de las demandas presidenciales.,36,no.cis,Argentina,AMBA,universitario/posgrado,mucho
287,110,1,x,2286,4829,mixto,C,Lxs hermanxs de familias numerosas adquieren autonom&iacute;a r&aacute;pido.,36,no.cis,Argentina,AMBA,universitario/posgrado,mucho
287,109,1,x,3042,4476,mixto,C,Lxs ni&ntilde;xs siempre empiezan el jard&iacute;n con un per&iacute;odo de adaptaci&oacute;n inicial.,36,no.cis,Argentina,AMBA,universitario/posgrado,mucho
287,113,3,x,5092,3456,mixto,C,Lxs porterxs de las escuelas conocen a todos los estudiantes y sus padres.,36,no.cis,Argentina,AMBA,universitario/posgrado,mucho
287,106,2,o,3302,3300,mixto,C,Los arquitectos realizan los planos para edificios en modernos programas inform&aacute;ticos.,36,no.cis,Argentina,AMBA,universitario/posgrado,mucho
287,107,3,o,3692,3957,mixto,C,Los carpinteros de oficio hacen el lijado de los muebles con mucha precisi&oacute;n.,36,no.cis,Argentina,AMBA,universitario/posgrado,mucho
287,108,3,o,3147,5381,masc.p,C,Los herreros con trayectoria fabrican las herramientas que usan para su oficio.,36,no.cis,Argentina,AMBA,universitario/posgrado,mucho
287,103,1,o,2518,4260,mixto,C,Los abuelos cumplen un rol central durante la crianza en sociedades modernas.,36,no.cis,Argentina,AMBA,universitario/posgrado,mucho
288,55,1,e,4682,6575,mixto,B,Les abueles cumplen un rol central durante la crianza en sociedades modernas.,26,mujer,Argentina,AMBA,universitario/posgrado,mucho
288,61,1,o,3692,2600,mixto,B,Los ni&ntilde;os siempre empiezan el jard&iacute;n con un per&iacute;odo de adaptaci&oacute;n inicial.,26,mujer,Argentina,AMBA,universitario/posgrado,mucho
288,66,3,o,5118,5471,masc.p,B,Los camioneros con experiencia manejan por la ruta durante toda la noche.,26,mujer,Argentina,AMBA,universitario/posgrado,mucho
288,49,1,x,5435,4723,mixto,B,Lxs maestrxs usan recursos variados durante la alfabetizaci&oacute;n inicial.,26,mujer,Argentina,AMBA,universitario/posgrado,mucho
288,64,2,o,4286,5156,mixto,B,Los funcionarios organizan su tiempo en funci&oacute;n de las demandas presidenciales.,26,mujer,Argentina,AMBA,universitario/posgrado,mucho
288,65,3,o,2772,6883,mixto,B,Los porteros de las escuelas conocen a todos los estudiantes y sus padres.,26,mujer,Argentina,AMBA,universitario/posgrado,mucho
288,50,1,x,3873,5615,mixto,B,Lxs alumnxs de secundaria suelen manejar g&eacute;neros textuales b&aacute;sicos.,26,mujer,Argentina,AMBA,universitario/posgrado,mucho
288,58,2,e,5354,3950,mixto,B,Les arquitectes realizan los planos para edificios en modernos programas inform&aacute;ticos.,26,mujer,Argentina,AMBA,universitario/posgrado,mucho
288,59,3,e,4693,6214,mixto,B,Les carpinteres de oficio hacen el lijado de los muebles con mucha precisi&oacute;n.,26,mujer,Argentina,AMBA,universitario/posgrado,mucho
288,63,2,o,4861,6344,mixto,B,Los cocineros siempre organizan los ingredientes sobre la mesada para cocinar.,26,mujer,Argentina,AMBA,universitario/posgrado,mucho
288,54,3,x,5951,7823,mixto,B,Lxs bomberxs a cargo de la estaci&oacute;n controlan el funcionamiento de las autobombas.,26,mujer,Argentina,AMBA,universitario/posgrado,mucho
288,52,2,x,3146,4218,mixto,B,Lxs cirujanxs cumplen con estrictas normas de higiene para ingresar al quir&oacute;fano.,26,mujer,Argentina,AMBA,universitario/posgrado,mucho
288,56,1,e,6751,3368,mixto,B,Les hijes de padres separados tienen reacciones muy variadas ante la situaci&oacute;n.,26,mujer,Argentina,AMBA,universitario/posgrado,mucho
288,62,1,o,4014,4497,mixto,B,Los hermanos de familias numerosas adquieren autonom&iacute;a r&aacute;pido.,26,mujer,Argentina,AMBA,universitario/posgrado,mucho
288,60,3,e,5407,4025,mixto,B,Les herreres con trayectoria fabrican las herramientas que usan para su oficio.,26,mujer,Argentina,AMBA,universitario/posgrado,mucho
288,57,2,e,4825,4639,mixto,B,Les ingenieres revisan la porosidad de los materiales utilizados en la construcci&oacute;n.,26,mujer,Argentina,AMBA,universitario/posgrado,mucho
288,51,2,x,3551,10207,mixto,B,Lxs enfermerxs tienen obligaci&oacute;n de actuar si hay un accidente en la v&iacute;a p&uacute;blica.,26,mujer,Argentina,AMBA,universitario/posgrado,mucho
288,53,3,x,7308,5086,mixto,B,Lxs plomerxs con matr&iacute;cula pueden hacer trabajos en edificios y consorcios.,26,mujer,Argentina,AMBA,universitario/posgrado,mucho
289,99,2,e,3050,5190,mixto,C,Les enfermeres tienen obligaci&oacute;n de actuar si hay un accidente en la v&iacute;a p&uacute;blica.,37,mujer,Argentina,AMBA,universitario/posgrado,nada
289,101,3,e,2348,5543,mixto,C,Les plomeres con matr&iacute;cula pueden hacer trabajos en edificios y consorcios.,37,mujer,Argentina,AMBA,universitario/posgrado,nada
289,107,3,o,3318,2921,masc.p,C,Los carpinteros de oficio hacen el lijado de los muebles con mucha precisi&oacute;n.,37,mujer,Argentina,AMBA,universitario/posgrado,nada
289,98,1,e,3269,6476,mixto,C,Les alumnes de secundaria suelen manejar g&eacute;neros textuales b&aacute;sicos.,37,mujer,Argentina,AMBA,universitario/posgrado,nada
289,105,2,o,3391,5095,masc.p,C,Los ingenieros revisan la porosidad de los materiales utilizados en la construcci&oacute;n.,37,mujer,Argentina,AMBA,universitario/posgrado,nada
289,114,3,x,5358,4039,mixto,C,Lxs caminionerxs con experiencia manejan por la ruta durante toda la noche.,37,mujer,Argentina,AMBA,universitario/posgrado,nada
289,102,3,e,2840,7226,mixto,C,Les bomberes a cargo de la estaci&oacute;n controlan el funcionamiento de las autobombas.,37,mujer,Argentina,AMBA,universitario/posgrado,nada
289,108,3,o,3554,4632,masc.p,C,Los herreros con trayectoria fabrican las herramientas que usan para su oficio.,37,mujer,Argentina,AMBA,universitario/posgrado,nada
289,103,1,o,4197,8484,mixto,C,Los abuelos cumplen un rol central durante la crianza en sociedades modernas.,37,mujer,Argentina,AMBA,universitario/posgrado,nada
289,111,2,x,4617,4026,mixto,C,Lxs cocinerxs siempre organizan los ingredientes sobre la mesada para cocinar.,37,mujer,Argentina,AMBA,universitario/posgrado,nada
289,112,2,x,2434,4552,mixto,C,Lxs funcionarixs organizan su tiempo en funci&oacute;n de las demandas presidenciales.,37,mujer,Argentina,AMBA,universitario/posgrado,nada
289,106,2,o,3486,6738,mixto,C,Los arquitectos realizan los planos para edificios en modernos programas inform&aacute;ticos.,37,mujer,Argentina,AMBA,universitario/posgrado,nada
289,110,1,x,7504,3993,mixto,C,Lxs hermanxs de familias numerosas adquieren autonom&iacute;a r&aacute;pido.,37,mujer,Argentina,AMBA,universitario/posgrado,nada
289,100,2,e,3186,5839,mixto,C,Les cirujanes cumplen con estrictas normas de higiene para ingresar al quir&oacute;fano.,37,mujer,Argentina,AMBA,universitario/posgrado,nada
289,109,1,x,2730,3958,mixto,C,Lxs ni&ntilde;xs siempre empiezan el jard&iacute;n con un per&iacute;odo de adaptaci&oacute;n inicial.,37,mujer,Argentina,AMBA,universitario/posgrado,nada
289,104,1,o,2346,5392,mixto,C,Los hijos de padres separados tienen reacciones muy variadas ante la situaci&oacute;n.,37,mujer,Argentina,AMBA,universitario/posgrado,nada
289,113,3,x,2538,3026,mixto,C,Lxs porterxs de las escuelas conocen a todos los estudiantes y sus padres.,37,mujer,Argentina,AMBA,universitario/posgrado,nada
289,97,1,e,2803,4526,masc.p,C,Les maestres usan recursos variados durante la alfabetizaci&oacute;n inicial.,37,mujer,Argentina,AMBA,universitario/posgrado,nada
290,62,1,o,4054,5682,mixto,B,Los hermanos de familias numerosas adquieren autonom&iacute;a r&aacute;pido.,26,varon,Argentina,AMBA,universitario en curso,nada
290,56,1,e,2591,4197,mixto,B,Les hijes de padres separados tienen reacciones muy variadas ante la situaci&oacute;n.,26,varon,Argentina,AMBA,universitario en curso,nada
290,59,3,e,3773,6235,mixto,B,Les carpinteres de oficio hacen el lijado de los muebles con mucha precisi&oacute;n.,26,varon,Argentina,AMBA,universitario en curso,nada
290,53,3,x,3984,6232,mixto,B,Lxs plomerxs con matr&iacute;cula pueden hacer trabajos en edificios y consorcios.,26,varon,Argentina,AMBA,universitario en curso,nada
290,49,1,x,9851,11806,mixto,B,Lxs maestrxs usan recursos variados durante la alfabetizaci&oacute;n inicial.,26,varon,Argentina,AMBA,universitario en curso,nada
290,61,1,o,7377,6395,mixto,B,Los ni&ntilde;os siempre empiezan el jard&iacute;n con un per&iacute;odo de adaptaci&oacute;n inicial.,26,varon,Argentina,AMBA,universitario en curso,nada
290,52,2,x,3474,4853,mixto,B,Lxs cirujanxs cumplen con estrictas normas de higiene para ingresar al quir&oacute;fano.,26,varon,Argentina,AMBA,universitario en curso,nada
290,51,2,x,4228,5788,mixto,B,Lxs enfermerxs tienen obligaci&oacute;n de actuar si hay un accidente en la v&iacute;a p&uacute;blica.,26,varon,Argentina,AMBA,universitario en curso,nada
290,63,2,o,2349,5035,mixto,B,Los cocineros siempre organizan los ingredientes sobre la mesada para cocinar.,26,varon,Argentina,AMBA,universitario en curso,nada
290,58,2,e,2812,5163,mixto,B,Les arquitectes realizan los planos para edificios en modernos programas inform&aacute;ticos.,26,varon,Argentina,AMBA,universitario en curso,nada
290,57,2,e,4438,4525,mixto,B,Les ingenieres revisan la porosidad de los materiales utilizados en la construcci&oacute;n.,26,varon,Argentina,AMBA,universitario en curso,nada
290,64,2,o,3796,5551,mixto,B,Los funcionarios organizan su tiempo en funci&oacute;n de las demandas presidenciales.,26,varon,Argentina,AMBA,universitario en curso,nada
290,66,3,o,2605,12037,masc.p,B,Los camioneros con experiencia manejan por la ruta durante toda la noche.,26,varon,Argentina,AMBA,universitario en curso,nada
290,65,3,o,3367,12395,masc.p,B,Los porteros de las escuelas conocen a todos los estudiantes y sus padres.,26,varon,Argentina,AMBA,universitario en curso,nada
290,60,3,e,3155,5356,mixto,B,Les herreres con trayectoria fabrican las herramientas que usan para su oficio.,26,varon,Argentina,AMBA,universitario en curso,nada
290,50,1,x,3568,5413,mixto,B,Lxs alumnxs de secundaria suelen manejar g&eacute;neros textuales b&aacute;sicos.,26,varon,Argentina,AMBA,universitario en curso,nada
290,54,3,x,3754,4404,mixto,B,Lxs bomberxs a cargo de la estaci&oacute;n controlan el funcionamiento de las autobombas.,26,varon,Argentina,AMBA,universitario en curso,nada
290,55,1,e,2428,3662,mixto,B,Les abueles cumplen un rol central durante la crianza en sociedades modernas.,26,varon,Argentina,AMBA,universitario en curso,nada
291,100,2,e,4306,5601,mixto,C,Les cirujanes cumplen con estrictas normas de higiene para ingresar al quir&oacute;fano.,27,mujer,Argentina,AMBA,universitario en curso,mucho
291,105,2,o,3744,4559,mixto,C,Los ingenieros revisan la porosidad de los materiales utilizados en la construcci&oacute;n.,27,mujer,Argentina,AMBA,universitario en curso,mucho
291,107,3,o,4451,6441,mixto,C,Los carpinteros de oficio hacen el lijado de los muebles con mucha precisi&oacute;n.,27,mujer,Argentina,AMBA,universitario en curso,mucho
291,99,2,e,3581,2806,mixto,C,Les enfermeres tienen obligaci&oacute;n de actuar si hay un accidente en la v&iacute;a p&uacute;blica.,27,mujer,Argentina,AMBA,universitario en curso,mucho
291,103,1,o,3430,2817,mixto,C,Los abuelos cumplen un rol central durante la crianza en sociedades modernas.,27,mujer,Argentina,AMBA,universitario en curso,mucho
291,111,2,x,3668,3331,mixto,C,Lxs cocinerxs siempre organizan los ingredientes sobre la mesada para cocinar.,27,mujer,Argentina,AMBA,universitario en curso,mucho
291,108,3,o,8344,4522,masc.p,C,Los herreros con trayectoria fabrican las herramientas que usan para su oficio.,27,mujer,Argentina,AMBA,universitario en curso,mucho
